session_id,round_id,timestamp_ms,letter_shown,button_pressed,correct_press,missed_opportunity,vibration_event,vibration_duration_ms,vibration_count,progress,score,time_left_ms,display_duration_ms,capacitive_touch
P076,3,1745477192111,T,1,1,0,1,499,1,TE,1,31073,750,171
P076,4,1745524801111,B,1,1,0,1,442,2,TE,5,50314,750,142
P076,5,1745476027111,O,1,1,0,0,0,1,TE,1,58022,750,144
P077,1,1745465538111,Z,1,0,0,0,0,5,,4,54119,750,58
P077,2,1745476831111,X,0,0,0,0,0,1,,1,9703,750,43
P077,3,1745522717111,T,1,1,0,0,0,5,TE,3,35660,750,135
P077,4,1745504840111,O,1,1,0,1,412,1,TE,4,30556,750,141
P077,5,1745465456111,A,1,1,0,1,324,2,TE,4,43540,750,151
P078,1,1745455685111,B,1,0,0,1,210,4,,4,17741,750,16
P078,2,1745453954111,X,1,1,0,0,0,5,TE,5,14703,750,147
P078,3,1745490035111,O,1,1,0,1,459,3,TE,5,35166,750,136
P078,4,1745457577111,Z,0,0,0,0,0,0,,4,10102,750,22
P078,5,1745471373111,T,1,0,0,1,347,0,,1,35826,750,88
P079,1,1745521645111,A,1,0,0,0,0,4,,0,8988,750,54
P079,2,1745459726111,A,0,0,0,1,83,4,,3,14112,750,39
P079,3,1745536427111,O,1,1,0,1,54,5,TE,2,47814,750,140
P079,4,1745518549111,O,1,0,0,0,0,4,,5,21876,750,24
P079,5,1745490965111,A,1,1,0,0,0,2,TE,0,59269,750,171
P080,1,1745450343111,T,1,1,0,1,138,2,TE,3,24679,750,169
P080,2,1745529328111,Z,1,1,0,1,10,5,TE,2,45304,750,172
P080,3,1745500923111,A,1,1,0,0,0,0,TE,3,31813,750,152
P080,4,1745442735111,A,1,1,0,0,0,3,TE,3,53024,750,162
P080,5,1745455893111,X,1,0,0,1,482,2,,5,35713,750,45
P081,1,1745478341111,B,1,1,0,0,0,1,TE,3,21435,750,118
P081,2,1745453757111,E,1,1,0,0,0,2,TE,0,10674,750,147
P081,3,1745468976111,A,1,1,0,1,239,3,TE,0,29433,750,133
P081,4,1745482494111,A,0,0,0,0,0,5,,2,57813,750,40
P081,5,1745490287111,A,1,1,0,1,245,1,TE,3,8852,750,129
P082,1,1745466640111,X,1,1,0,0,0,1,TE,1,25334,750,169
P082,2,1745463428111,M,1,1,0,1,39,5,TE,0,28074,750,124
P082,3,1745453907111,O,1,1,0,1,437,5,TE,5,7908,750,168
P082,4,1745485806111,O,1,1,0,0,0,4,TE,4,1724,750,171
P082,5,1745499189111,O,1,1,0,1,382,0,TE,0,51146,750,161
P083,1,1745491900111,M,1,1,0,0,0,5,TE,1,53756,750,144
P083,2,1745473120111,B,0,0,0,0,0,2,,1,3386,750,51
P083,3,1745487137111,O,0,0,0,0,0,1,,3,36355,750,54
P083,4,1745525481111,T,1,1,0,1,312,5,TE,0,28312,750,169
P083,5,1745458916111,B,0,0,1,1,100,5,,0,36012,750,33
P084,1,1745468334111,A,0,0,0,0,0,0,,2,28678,750,47
P084,2,1745443580111,X,0,0,0,1,50,1,,1,1340,750,28
P084,3,1745492705111,A,1,1,0,0,0,0,TE,4,38505,750,187
P084,4,1745452470111,T,1,1,0,1,385,5,TE,0,17395,750,107
P084,5,1745454911111,A,1,0,0,0,0,2,,0,36479,750,38
P085,1,1745448355111,B,1,1,0,0,0,1,TE,2,11924,750,170
P085,2,1745465422111,M,1,1,0,0,0,3,TE,0,35173,750,181
P085,3,1745538993111,A,1,1,0,0,0,5,TE,5,44000,750,153
P085,4,1745511781111,Z,1,0,0,1,77,1,,2,4016,750,1
P085,5,1745494030111,M,1,1,0,1,257,4,TE,5,36006,750,131
P086,1,1745518096111,E,1,1,0,0,0,4,TE,1,10559,750,113
P086,2,1745531902111,E,1,1,0,1,176,1,TE,1,28047,750,146
P086,3,1745450217111,X,1,0,0,0,0,0,,5,7528,750,48
P086,4,1745485789111,X,1,1,0,0,0,5,TE,4,22130,750,137
P086,5,1745508133111,A,1,0,0,0,0,1,,5,15791,750,49
P087,1,1745482909111,T,0,0,0,1,482,3,,0,20054,750,49
P087,2,1745481558111,M,0,0,0,0,0,0,,0,10583,750,36
P087,3,1745530528111,E,1,1,0,0,0,4,TE,1,115,750,159
P087,4,1745535174111,B,1,0,0,0,0,4,,3,29837,750,39
P087,5,1745505384111,Z,1,1,0,1,425,4,TE,4,57570,750,148
P088,1,1745537922111,X,1,1,0,1,442,2,TE,2,1457,500,171
P088,2,1745502564111,X,1,1,0,1,110,2,TE,5,37954,500,157
P088,3,1745478596111,M,1,1,0,1,229,3,TE,0,37453,500,150
P088,4,1745526756111,Z,1,1,0,0,0,4,TE,1,43782,500,146
P088,5,1745473796111,E,1,1,0,1,206,2,TE,4,2996,500,153
P089,1,1745525870111,A,1,0,0,1,186,2,,1,17834,750,48
P089,2,1745489992111,B,0,0,0,1,62,0,,3,39418,750,7
P089,3,1745522810111,Z,1,0,0,0,0,1,,4,5778,750,13
P089,4,1745460484111,O,1,1,0,0,0,3,TE,5,58994,750,163
P089,5,1745508360111,O,1,1,0,1,369,3,TE,1,48979,750,159
P090,1,1745491076111,T,1,1,0,1,385,1,TE,2,57086,750,175
P090,2,1745455847111,E,1,1,0,1,305,3,TE,1,8848,750,187
P090,3,1745492855111,X,1,1,0,1,371,5,TE,3,11018,750,176
P090,4,1745529328111,Z,1,1,0,1,97,4,TE,3,5612,750,123
P090,5,1745540227111,O,0,0,0,0,0,2,,4,12331,750,67
P091,1,1745469398111,Z,0,0,1,0,0,2,,4,53495,750,27
P091,2,1745483631111,B,1,1,0,0,0,5,TE,0,26314,750,130
P091,3,1745498743111,Z,1,1,0,0,0,3,TE,5,48765,750,156
P091,4,1745501916111,E,0,0,0,1,429,3,,3,15208,750,30
P091,5,1745455418111,O,1,0,0,0,0,3,,1,16704,750,111
P092,1,1745536353111,Z,1,1,0,0,0,1,TE,1,41473,750,144
P092,2,1745533668111,Z,1,1,0,0,0,5,TE,4,12683,750,180
P092,3,1745463614111,X,1,1,0,1,31,5,TE,1,37582,750,120
P092,4,1745484917111,A,1,1,0,1,288,4,TE,5,26007,750,153
P092,5,1745529825111,X,1,1,0,0,0,1,TE,5,38709,750,136
P093,1,1745516077111,X,1,1,0,1,201,1,TE,5,16007,750,145
P093,2,1745476572111,T,1,0,0,1,255,3,,0,59658,750,46
P093,3,1745460462111,T,1,1,0,0,0,5,TE,4,40345,750,163
P093,4,1745483845111,M,1,1,0,1,153,3,TE,0,7479,750,145
P093,5,1745463399111,M,1,1,0,0,0,5,TE,4,9197,750,138
P094,1,1745451481111,T,1,1,0,1,216,4,TE,4,43483,750,142
P094,2,1745509043111,B,0,0,0,0,0,5,,3,40452,750,69
P094,3,1745491047111,T,1,0,1,1,257,1,,0,17203,750,37
P094,4,1745523163111,O,0,0,0,1,22,3,,4,46388,750,80
P094,5,1745499727111,O,1,1,0,1,298,5,TE,3,5389,750,119
P095,1,1745447129111,E,1,1,0,0,0,2,TE,3,13271,750,158
P095,2,1745495910111,Z,0,0,0,0,0,5,,3,19684,750,64
P095,3,1745502978111,O,1,1,0,1,161,3,TE,5,5426,750,115
P095,4,1745494076111,E,1,1,0,0,0,2,TE,2,386,750,162
P095,5,1745472418111,E,1,1,0,1,310,0,TE,4,40320,750,144
P096,1,1745529384111,X,1,1,0,1,349,0,TE,5,37893,500,186
P096,2,1745499877111,E,1,1,0,0,0,4,TE,2,10429,500,139
P096,3,1745468767111,Z,1,1,0,0,0,0,TE,3,4670,500,135
P096,4,1745511013111,T,1,1,0,1,474,4,TE,5,26064,500,146
P096,5,1745485922111,M,1,1,0,1,91,1,TE,5,58873,500,110
P097,1,1745528825111,A,1,1,0,0,0,2,TE,5,36257,750,168
P097,2,1745449625111,Z,1,1,0,0,0,3,TE,0,22396,750,143
P097,3,1745446562111,M,1,1,0,1,67,5,TE,3,59534,750,119
P097,4,1745442029111,Z,1,1,0,0,0,3,TE,4,45277,750,146
P097,5,1745479047111,M,1,1,0,0,0,2,TE,5,3164,750,150
P098,1,1745442056111,X,1,1,0,1,332,1,TE,3,5471,500,155
P098,2,1745489868111,M,1,1,0,1,288,3,TE,1,53252,500,167
P098,3,1745469699111,A,1,1,0,0,0,5,TE,1,3642,500,162
P098,4,1745477858111,O,1,1,0,1,182,0,TE,0,48056,500,132
P098,5,1745538159111,A,1,1,0,0,0,5,TE,4,32411,500,157
P099,1,1745485026111,A,1,0,0,0,0,2,,2,9577,750,48
P099,2,1745448075111,M,0,0,0,0,0,1,,4,45997,750,38
P099,3,1745470686111,X,1,1,0,1,378,3,TE,3,2044,750,196
P099,4,1745523818111,M,1,1,0,0,0,3,TE,2,8330,750,150
P099,5,1745471822111,E,1,1,0,0,0,1,TE,3,36053,750,153
P100,1,1745445274111,A,1,0,1,1,476,2,,1,7257,750,34
P100,2,1745538374111,M,0,0,0,1,172,0,,0,24547,750,52
P100,3,1745532717111,O,1,1,0,0,0,0,TE,3,53980,750,176
P100,4,1745517492111,T,1,0,0,0,0,1,,1,36129,750,47
P100,5,1745498552111,Z,1,1,0,0,0,1,TE,2,20015,750,135
